time,nof_ue,dl_brate,ul_brate
1613078533859,0,0.0,0.0
1613078534109,0,0.0,0.0
1613078534359,0,0.0,0.0
1613078534609,0,0.0,0.0
1613078534859,0,0.0,0.0
1613078535109,0,0.0,0.0
1613078535359,0,0.0,0.0
1613078535609,0,0.0,0.0
1613078535859,0,0.0,0.0
1613078536109,0,0.0,0.0
1613078536359,0,0.0,0.0
1613078536609,0,0.0,0.0
1613078536859,0,0.0,0.0
1613078537109,0,0.0,0.0
1613078537359,0,0.0,0.0
1613078537609,0,0.0,0.0
1613078537859,0,0.0,0.0
1613078538109,0,0.0,0.0
1613078538359,0,0.0,0.0
1613078538609,0,0.0,0.0
1613078538859,0,0.0,0.0
1613078539109,0,0.0,0.0
1613078539359,0,0.0,0.0
1613078539609,0,0.0,0.0
1613078539859,0,0.0,0.0
1613078540109,0,0.0,0.0
1613078540359,0,0.0,0.0
1613078540609,0,0.0,0.0
1613078540859,0,0.0,0.0
1613078541109,0,0.0,0.0
1613078541359,0,0.0,0.0
1613078541609,0,0.0,0.0
1613078541859,0,0.0,0.0
1613078542109,0,0.0,0.0
1613078542359,0,0.0,0.0
1613078542609,0,0.0,0.0
1613078542859,0,0.0,0.0
1613078543109,0,0.0,0.0
1613078543359,0,0.0,0.0
1613078543609,0,0.0,0.0
1613078543859,0,0.0,0.0
1613078544109,0,0.0,0.0
1613078544359,0,0.0,0.0
1613078544609,0,0.0,0.0
1613078544859,0,0.0,0.0
1613078545109,0,0.0,0.0
1613078545359,0,0.0,0.0
1613078545609,0,0.0,0.0
1613078545859,0,0.0,0.0
1613078546109,0,0.0,0.0
1613078546359,0,0.0,0.0
1613078546609,0,0.0,0.0
1613078546859,0,0.0,0.0
1613078547109,0,0.0,0.0
1613078547359,0,0.0,0.0
1613078547609,0,0.0,0.0
1613078547859,0,0.0,0.0
1613078548109,0,0.0,0.0
1613078548359,0,0.0,0.0
1613078548609,0,0.0,0.0
1613078548859,0,0.0,0.0
1613078549109,0,0.0,0.0
1613078549359,0,0.0,0.0
1613078549609,0,0.0,0.0
1613078549859,0,0.0,0.0
1613078550109,0,0.0,0.0
1613078550359,0,0.0,0.0
1613078550609,0,0.0,0.0
1613078550859,0,0.0,0.0
1613078551109,0,0.0,0.0
1613078551359,0,0.0,0.0
1613078551609,0,0.0,0.0
1613078551859,0,0.0,0.0
1613078552109,0,0.0,0.0
1613078552359,0,0.0,0.0
1613078552609,0,0.0,0.0
1613078552859,0,0.0,0.0
1613078553109,0,0.0,0.0
1613078553359,0,0.0,0.0
1613078553609,0,0.0,0.0
1613078553859,0,0.0,0.0
1613078554109,0,0.0,0.0
1613078554359,0,0.0,0.0
1613078554609,0,0.0,0.0
1613078554859,0,0.0,0.0
1613078555109,0,0.0,0.0
1613078555359,0,0.0,0.0
1613078555609,0,0.0,0.0
1613078555859,0,0.0,0.0
1613078556109,0,0.0,0.0
1613078556359,0,0.0,0.0
1613078556609,0,0.0,0.0
1613078556859,0,0.0,0.0
1613078557109,0,0.0,0.0
1613078557359,0,0.0,0.0
1613078557609,0,0.0,0.0
1613078557859,0,0.0,0.0
1613078558109,0,0.0,0.0
1613078558359,0,0.0,0.0
1613078558609,0,0.0,0.0
1613078558859,0,0.0,0.0
1613078559109,0,0.0,0.0
1613078559359,0,0.0,0.0
