time,cc,pci,earfcn,rsrp,pl,cfo,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached
0,0,0,4294967295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2490,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2739,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3735,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4731,0,0,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,0,1,3400,-57,57,-1069.282104,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5229,0,1,3400,-57,57,-1118.876099,3.9,16,0.38,2877.470459,0,0.0,0.0,33,221,0,0.0,0.0,0.0,1.0
5478,0,1,3400,-57,57,-1117.759277,6.5,16,0.50,0.0,0.0,1.0,0.0,33,0.0,0.0,0.0,0.0,0.0,1.0
5727,0,1,3400,-57,57,-1117.839111,4.6,16,0.50,443,0,1.0,5.5,0.0,6766.798340,44,0.0,0.0,0.0,1.0
5976,0,1,3400,-57,57,-1117.877319,1.3,16,0.50,2023.715454,0,2.1,4.5,0.0,10624.505859,33,0.0,0.0,0.0,1.0
6225,0,1,3400,-57,57,-1117.829102,2.1,16,0.50,7557.312012,0,2.1,3.8,0.0,29596.837891,30,0.0,0.0,0.0,1.0
6474,0,1,3400,-57,57,-1117.432129,7.4,16,0.50,1286015.750000,0,2.1,0.86,0.0,192818.890625,14,0.0,0.0,0.0,1.0
6723,0,1,3400,-56,56,-1120.066040,13,15,0.61,3019889.250000,2,2.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6972,0,1,3400,-57,57,-1119.236816,14,16,0.54,3794834.750000,0.4,2.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7221,0,1,3400,-57,57,-1118.380859,13,16,0.50,3110893.250000,0,2.1,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7470,0,1,3400,-57,57,-1119.252686,13,16,0.50,3362593.000000,0,2.1,5.5,0.0,124490.117188,23,0.0,0.0,0.0,1.0
7719,0,1,3400,-57,57,-1120.481445,11,15,0.58,2687460.250000,2,2.1,16,0.0,0.0,100.000000,0.0,0.0,0.0,1.0
7968,0,1,3400,-57,57,-1118.947632,12,15,0.64,2645217.500000,4,2.1,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8217,0,1,3400,-57,57,-1119.197266,13,16,0.50,3272664.000000,0,2.1,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8466,0,1,3400,-57,57,-1118.375122,12,16,0.50,2987937.000000,0,2.1,12,0.0,41070.867188,8,0.0,0.0,0.0,1.0
8715,0,1,3400,-57,57,-1118.129395,12,16,0.51,2954645.750000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8964,0,1,3400,-57,57,-1117.951172,12,15,0.57,2845470.250000,2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9213,0,1,3400,-56,56,-1117.417236,12,16,0.51,2925691.750000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9462,0,1,3400,-57,57,-1117.722046,12,16,0.50,2822988.250000,0,2.1,0.0,0.0,19351.779297,38,0.0,0.0,0.0,1.0
9711,0,1,3400,-57,57,-1119.058838,12,16,0.50,2711842.000000,0,2.1,0.0,0.0,22450.593750,0,0.0,0.0,0.0,1.0
9960,0,1,3400,-57,57,-1116.907349,12,16,0.50,2860964.500000,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10209,0,1,3400,-57,57,-1118.753052,12,16,0.50,2981755.000000,0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
